Id,Ano,Numero_Accidente,Provincia,Mes,Dia,Hora,Dia_Semana,Tipo_Dia,Vehiculos_Implicados,Carretera,Pk,Km,Hm,Sentido,Zona,Tipo_Via,Anchura_Calzada,Anchura_Carril,Marcas_Viales,Arcen,Arcen_Pavimentado,Mediana,Barrera_Seguridad,Paneles_Direccionales,Hitos_Arista,Captafaros,Interseccion_Tipo,Interseccion_Acondicionamiento,Prioridad_Regulada_por,Superficie,Luminosidad,Factores_Atmosfericos,Visibilidad_Restringida_por,Otras_Circunstancias,Senalizacion_Peligro,Aceras,Arboles,Arboles_Metros_Calzada,Visibilidad_Senalizacion_Vertical,Colision_Vehiculos_Marcha,Colision_Vehiculo_Obstaculo_1,Colision_Vehiculo_Obstaculo_2,Atropello_1,Atropello_2,Vuelco_1,Vuelco_2,Salida_Sin_Colision,Salida_Con_Colision,Lado_Salida,Otro,Circulacion,Circulacion_Medidas_Especiales,Distraccion,Inexperiencia_Conductor,Alcohol_Drogas,Cansancio_Sueno,Enfermedad,Velocidad_Inadecuada,Infraccion_Norma_Circulacion,Estado_Condicion_Via,Estado_Condicion_Senalizacion,Tramo_Obras,Mal_Estado_Vehiculo,Averia_Mecanica,Meteorologia_Adversa,Irrupcion_Animal,Circular_Sentido_Contrario,Otro_Factor,Sin_Opinion_Definida,Pendiente,Curvatura,Peralte,GPS_x,GPS_y,GPS_z,Tipo_Est,IMD,Hora_Real,Fuera_o_Interseccion
8410,3,2007120000547,2,4,6,3,5,3,1,CV-10,33.5,33,5,1,1,2,3,2,3,4,2,2,1,1,1,1,7,7,8,3,1,4,9,4,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,52,50,NaN,1,4,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,762462.227,4462469.303,220.966,Cob,15686,9,3
9864,3,2007460004375,3,6,13,6,3,1,2,CV-40,18.1,18,1,1,1,2,3,2,3,4,2,2,2,1,2,2,7,7,8,1,1,1,5,14,3,1,3,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,711524.799,4313660.856,207.182,Cob,23500,19,2
4851,2,2006460003095,3,3,5,3,7,3,1,CV-50,6.9,6,9,1,1,5,3,2,3,3,2,1,1,2,2,1,7,7,8,3,1,8,9,14,1,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,704139.162,4382980.468,90.309,Cob,12744,10,5
19942,6,2010460004482,3,8,10,3,2,1,1,CV-245,15.5,15,5,0,2,5,2,3,2,1,2,1,1,1,1,1,1,1,8,1,1,1,9,14,3,1,1,NaN,1,NaN,NaN,,21,21,NaN,,NaN,NaN,NaN,NaN,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,696780.516,4407895.653,748.612,Cob,1482,10,7
1947,1,2005460002292,3,11,25,3,5,1,4,CV-407,2.5,2,5,0,1,5,3,2,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,2,1,1,NaN,1,5,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,723282.977,4368527.513,-0.456,Cob,10299,8,1
10933,4,2008030000030,1,1,3,6,4,1,1,CV-904,5.5,5,5,0,1,5,3,2,3,3,2,1,2,2,2,1,7,7,5,1,5,1,9,14,1,1,3,NaN,2,NaN,NaN,,21,21,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,692044.733,4228632.812,-15.608,Cob,4764,21,1
9333,3,2007460002381,3,3,10,2,6,2,3,CV-35,12.5,12,5,1,1,2,3,2,3,1,2,2,2,1,2,2,7,7,8,1,5,1,9,8,1,1,3,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,661600.094,4420410.72,886.686,Per,76000,6,1
11283,4,2008030000873,1,4,4,6,5,1,1,CV-825,1.8,1,8,1,1,5,2,3,3,3,2,1,1,1,1,1,7,7,5,1,5,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,51,50,NaN,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,700844.493,4253222.384,239.933,Sec,4601,21,1
7107,3,2007030001287,1,5,4,6,5,1,1,CV-905,6.8,6,8,0,1,5,2,3,3,3,2,2,2,2,2,1,7,7,8,1,3,1,9,14,3,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,51,50,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,701701.897,4210703.67,-15.131,Cob,30384,20,2
3921,2,2006120000403,2,3,5,1,7,3,1,CV-20,7.2,7,2,1,1,5,3,2,3,1,2,2,1,1,1,1,5,3,4,1,3,1,2,14,1,2,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,63,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,707182.541,4441289.594,581.788,Pri,18602,1,7
9540,3,2007460003235,3,4,19,6,4,1,2,CV-403,0.1,0,1,1,1,5,2,2,3,3,2,1,1,2,2,2,5,1,8,1,1,1,9,14,3,1,1,NaN,1,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,719164.73,4369207.985,23.651,Cob,17537,17,6
607,1,2005030001656,1,11,19,6,6,2,2,CV-950,3.8,3,8,0,1,5,2,3,3,3,2,1,2,2,1,1,7,7,8,1,1,1,9,14,1,1,1,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,687310.779,4211710.642,81.721,Cob,482,17,2
2619,2,2006030001366,1,4,26,3,3,1,1,CV-83,14,14,0,1,1,5,3,2,3,4,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,679224.888,4254836.231,497.379,Cob,6039,8,1
5824,2,2006460008200,3,9,16,2,6,2,1,CV-50,4.9,4,9,0,1,5,3,2,3,3,2,1,1,1,2,1,7,7,8,1,5,1,4,14,3,1,3,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,62,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,734367.338,4327679.997,9.44,Sec,16705,5,1
747,1,2005030001978,1,12,16,6,5,1,1,CV-905,5.8,5,8,0,1,5,2,2,3,3,2,2,1,1,2,2,7,7,8,1,4,1,9,14,1,1,1,NaN,1,NaN,NaN,,21,21,NaN,,NaN,NaN,NaN,NaN,2,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,701026.507,4211411.435,-8.552,Cob,34680,19,1
1976,1,2005460002355,3,12,4,1,7,3,2,CV-35,4.8,4,8,1,1,2,3,2,3,3,2,2,2,1,2,2,7,7,8,1,3,1,9,14,2,1,1,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,655525.386,4422910.006,940.595,Per,124800,0,1
4841,2,2006460003037,3,3,2,3,4,1,3,CV-35,8.1,8,1,0,1,2,3,2,3,4,2,2,2,1,2,2,7,7,5,1,1,1,9,14,3,1,3,NaN,2,5,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,2,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,718078.445,4380665.564,90.389,Per,91900,9,1
9716,3,2007460003802,3,5,17,4,4,1,4,CV-50,6,6,0,1,1,5,2,2,3,3,2,1,1,1,2,1,1,6,8,1,1,1,2,14,3,1,1,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,704346.475,4383833.58,81.38,Sec,9803,12,7
15810,5,2009030003594,1,12,27,6,7,3,2,CV-865,5.9,5,9,1,1,5,3,2,3,4,2,1,1,1,2,2,6,6,3,1,5,1,9,14,1,1,3,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,708558.25,4234335.071,-1.843,Cob,13788,18,6
1624,1,2005460001231,3,9,10,4,6,2,2,CV-60,22.1,22,1,0,1,5,3,2,3,3,2,1,1,1,1,1,7,7,5,1,1,1,9,14,2,1,1,NaN,1,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,730621.227,4308858.537,228.845,Cob,10672,11,2
754,1,2005030001989,1,12,26,3,1,2,1,CV-755,16.5,16,5,0,1,4,2,2,3,3,2,1,1,2,1,1,7,7,5,3,1,9,9,14,1,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,52,50,NaN,1,4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,753728.904,4280183.268,57.437,Cob,2456,8,5
15392,5,2009030002089,1,8,24,2,1,4,1,CV-736,5.2,5,2,1,1,5,3,2,3,3,2,1,2,2,2,2,7,7,8,1,4,1,9,14,1,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,773292.67,4301442.858,51.798,Cob,4724,5,4
5110,2,2006460004053,3,4,27,5,4,1,2,CV-35,33.8,33,8,0,1,5,3,2,3,3,2,1,2,1,2,1,7,7,5,1,1,1,9,8,1,1,1,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,699117.456,4394195.704,212.194,Per,11200,16,1
13781,4,2008460004622,3,7,13,4,7,3,2,CV-590,50.2,50,2,1,1,5,3,2,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,677001.606,4319580.2,1004.573,Cob,5352,13,1
18551,6,2010030002401,1,6,27,6,7,3,2,CV-700,8.5,8,5,0,1,5,3,2,3,3,2,1,1,1,1,1,7,7,3,3,1,4,9,14,3,1,3,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,715874.935,4296218.503,619.916,Cob,1948,17,1
13331,4,2008460002602,3,4,6,4,7,3,2,CV-36,2.5,2,5,0,1,2,3,2,3,3,2,2,2,1,2,2,5,1,8,1,1,1,9,14,2,1,1,NaN,1,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,715691.706,4369349.42,39.923,Pri,71972,12,6
15181,5,2009030001507,1,6,29,4,1,1,4,CV-725,1.3,1,3,0,1,5,3,2,3,3,2,1,2,1,2,1,7,7,7,1,1,1,9,14,3,1,3,NaN,2,5,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,763439.346,4301487.227,16.506,Pri,21233,14,2
11827,4,2008030002176,1,8,23,1,6,2,2,CV-900,2.6,2,6,1,1,5,2,2,3,3,2,1,1,2,1,1,7,7,8,1,3,1,9,13,1,2,3,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,54,50,NaN,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,685634.177,4224850.412,-6.692,Cob,8167,4,1
19267,6,2010460000681,3,2,2,5,2,1,1,CV-35,14,14,0,1,1,5,2,2,3,4,2,2,2,2,2,2,7,7,8,3,1,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,662386.877,4419383.786,895.429,Per,82145,15,1
1003,1,2005120000721,2,10,12,4,3,3,2,CV-170,4,4,0,0,1,5,2,3,4,1,2,1,1,2,1,1,7,7,8,3,1,4,2,14,1,1,1,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,746455.036,4455296.554,322.102,Cob,1230,11,4
13492,4,2008460003216,3,5,11,5,7,3,1,CV-32,0.8,0,8,0,1,5,2,2,3,3,2,1,2,1,1,1,5,1,8,3,1,4,9,14,2,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,731810.089,4381716.847,-19.172,Per,23936,16,6
17416,5,2009460004914,3,8,24,3,1,4,1,CV-42,9,9,0,0,1,5,3,2,3,3,2,1,1,1,1,1,5,1,8,1,1,1,5,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,63,60,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,722630.504,4344904.393,-6.72,Cob,7179,8,6
8626,3,2007120001204,2,8,3,3,5,1,1,CV-18,7.6,7,6,0,1,5,3,2,3,3,2,1,2,2,2,2,7,7,8,1,1,1,9,14,1,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,54,50,NaN,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,750213.53,4421492.73,-4.423,Cob,16624,8,2
1628,1,2005460001254,3,9,14,6,3,1,1,CV-41,14,14,0,1,1,5,2,2,3,3,2,1,1,1,1,1,7,7,5,1,5,1,9,14,3,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,718667.952,4330971.194,2.225,Cob,8853,21,1
16893,5,2009460002554,3,4,22,4,3,1,1,CV-40,10.4,10,4,1,1,2,2,2,4,3,2,1,1,1,2,1,7,7,8,1,1,1,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,63,60,NaN,1,4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,710208.656,4306433.395,238.319,Per,22222,13,1
1834,1,2005460001951,3,11,10,2,4,1,1,CV-365,3.3,3,3,0,1,5,3,2,3,4,2,1,2,1,2,2,4,1,8,3,4,5,4,14,3,1,3,NaN,2,NaN,NaN,,21,21,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,718758.358,4376596.248,42.226,NaN,0,6,6
10873,3,2007460008963,3,12,24,6,1,2,1,CV-40,1,1,0,1,1,2,3,2,3,3,2,2,2,2,2,2,7,7,8,3,1,1,9,14,3,1,3,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,54,50,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,715395.519,4301013.148,349.005,Cob,24000,17,2
1446,1,2005460000695,3,7,31,4,7,3,1,CV-25,13.5,13,5,0,1,5,1,3,4,1,2,1,1,1,1,1,7,7,8,1,1,1,9,14,2,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,62,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,711821.925,4400200.662,333.126,Cob,758,12,2
371,1,2005030001090,1,9,14,6,3,1,2,CV-920,6.3,6,3,1,1,5,3,1,3,2,2,1,1,1,1,1,5,6,4,1,1,1,9,14,1,1,3,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,699612.856,4219335.832,-20.52,Cob,7582,19,6
10424,3,2007460006443,3,10,1,6,1,1,1,CV-35,4,4,0,1,1,2,3,2,3,3,2,2,2,2,2,2,7,7,7,1,1,1,9,14,1,1,1,NaN,1,NaN,30,31,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,654769.303,4422941.759,930.62,Per,125000,19,1
5044,2,2006460003732,3,4,9,3,7,3,1,CV-245,20.1,20,1,0,1,5,2,3,3,3,2,1,1,2,1,1,7,7,5,1,1,1,9,14,2,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,700216.986,4410133.278,847.889,Cob,1351,10,2
10283,3,2007460005881,3,9,8,4,6,2,1,CV-50,35.7,35,7,0,1,4,3,2,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,2,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,63,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,712646.921,4346432.574,41.29,Cob,6044,13,1
14181,4,2008460006711,3,10,6,3,1,1,5,CV-35,7.4,7,4,1,1,2,3,2,3,4,2,2,1,1,2,1,7,7,8,1,1,1,9,13,3,1,1,NaN,1,5,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,657216.476,4422092.341,992.438,Per,100952,8,1
2389,2,2006030000851,1,3,7,4,2,1,2,CV-799,9.5,9,5,1,1,5,3,2,3,1,2,1,1,1,1,1,7,7,8,1,1,1,2,4,1,1,1,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,691400.5,4278344.87,553.573,Cob,3818,12,4
19254,6,2010460000605,3,1,30,2,6,2,1,CV-50,37,37,0,1,1,5,2,2,3,3,2,1,2,2,2,2,7,7,8,1,4,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,61,60,NaN,1,4,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,701706.787,4360158.672,189.045,Cob,5091,6,5
7646,3,2007030002426,1,8,8,3,3,1,1,CV-811,3.8,3,8,0,1,5,3,2,3,3,2,1,1,1,1,2,7,7,8,1,1,1,2,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,700620.798,4275212.764,676.896,Cob,832,8,5
2362,2,2006030000806,1,3,12,4,7,3,2,CV-900,12,12,0,0,1,5,1,1,3,3,2,2,2,2,1,1,5,1,4,1,1,1,9,14,1,1,1,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,685587.016,4225176.586,-12.92,Cob,7869,12,6
9900,3,2007460004475,3,6,14,6,4,1,1,CV-400,1.3,1,3,1,1,5,2,2,2,3,2,1,1,1,2,2,5,1,4,1,3,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,54,50,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,722717.75,4365014.96,-6.756,Pri,31654,22,6
14352,4,2008460007493,3,11,7,6,5,1,1,CV-40,14.9,14,9,0,1,2,3,2,3,4,2,2,2,1,2,2,7,7,5,1,5,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,54,50,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,710169.818,4306857.167,242.829,Cob,22336,22,1
16047,5,2009120000994,2,5,19,4,2,1,2,CV-170,2.9,2,9,0,1,5,2,3,3,3,2,1,1,2,2,2,7,7,8,1,1,1,9,14,1,1,3,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,747477.098,4454753.894,285.715,Cob,2715,12,2
18876,6,2010120000496,2,3,14,2,7,3,1,CV-10,14.5,14,5,0,1,5,3,2,3,4,2,2,2,2,2,2,7,7,8,1,3,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,56,NaN,50,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,742827.641,4427943.654,78.591,Sec,31562,6,1
13982,4,2008460005719,3,8,18,6,1,1,1,CV-42,9.4,9,4,1,1,5,3,1,3,3,2,1,1,2,2,1,5,2,4,1,4,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,53,50,NaN,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,722673.605,4346067.855,-11.305,Cob,8736,22,6
11415,4,2008030001224,1,5,19,1,1,4,1,CV-865,5,5,0,0,1,5,3,2,3,3,2,1,1,1,2,2,7,7,8,3,5,1,9,14,1,1,1,NaN,2,NaN,NaN,,21,21,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,707419.467,4235064.343,10.656,Cob,14206,1,1
17886,5,2009460007766,3,12,21,4,1,4,1,CV-43,0,0,0,0,1,5,3,2,3,3,2,1,1,1,1,1,7,7,8,3,1,4,9,11,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,56,NaN,50,NaN,1,4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,720730.454,4337117.951,-3.657,Cob,10645,11,2
8682,3,2007120001523,2,9,19,3,3,1,1,CV-16,4.8,4,8,1,1,5,3,2,3,3,2,1,1,1,1,1,7,7,6,1,5,1,9,14,1,2,3,NaN,2,NaN,NaN,,21,21,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,743096.008,4436503.802,129.032,Sec,23726,7,1
5385,2,2006460005583,3,6,10,6,6,2,2,CV-32,3.2,3,2,0,1,5,3,2,3,1,2,1,1,1,1,1,5,3,4,1,1,1,9,14,1,1,1,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,729694.256,4382751.214,-9.862,Cob,11800,19,6
3053,2,2006030002280,1,7,20,4,4,1,1,CV-912,7.3,7,3,1,1,5,2,3,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,2,1,3,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,688368.304,4219568.001,-16.136,NaN,0,11,2
2190,2,2006030000296,1,1,28,3,6,2,2,CV-95,7.7,7,7,1,1,5,3,2,3,3,2,1,2,2,1,1,7,7,8,3,1,4,4,14,1,1,1,NaN,2,1,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,694897.062,4205756.539,40.542,Cob,10522,8,4
10374,3,2007460006216,3,9,28,4,5,1,2,CV-686,2.8,2,8,1,1,5,3,2,3,1,2,1,1,1,1,1,5,6,4,1,1,1,9,14,1,2,3,NaN,2,NaN,30,29,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,742090.881,4313584.368,25.366,Cob,23000,11,6
5505,2,2006460006416,3,6,30,4,5,1,2,CV-32,3,3,0,0,1,2,2,2,3,1,2,1,2,2,2,2,5,1,4,1,1,1,9,14,1,1,1,NaN,1,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,729875.744,4382671.875,-10.574,Cob,11800,14,6
18879,6,2010120000515,2,3,18,3,4,3,1,CV-135,18.3,18,3,0,1,5,1,3,3,1,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,787287.009,4483088.339,37.878,Pri,3044,9,1
5947,2,2006460008485,3,10,3,3,2,1,2,CV-35,19.8,19,8,1,1,2,3,2,3,4,2,2,2,1,2,2,7,7,8,1,1,1,9,14,3,1,1,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,664074.362,4414672.348,802.631,Per,43300,8,1
290,1,2005030000765,1,6,28,6,2,1,2,CV-900,5.2,5,2,1,2,5,3,2,1,1,2,1,1,1,1,1,1,1,8,1,2,1,8,13,3,1,1,NaN,1,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,686836.183,4222663.524,-6.055,Cob,7956,22,7
6443,2,2006460010091,3,12,29,6,5,1,2,CV-60,28.8,28,8,1,1,5,2,2,3,2,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,3,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,719355.92,4307827.459,167.207,Cob,14874,17,1
6017,2,2006460008678,3,10,20,6,5,1,1,CV-610,23.3,23,3,0,1,5,2,2,3,1,2,1,1,1,2,1,7,7,8,3,5,9,9,14,3,1,1,NaN,2,NaN,NaN,,21,24,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,732035.714,4310268.65,157.124,Cob,3000,21,1
6634,3,2007030000418,1,2,6,4,2,1,2,CV-821,3.5,3,5,1,1,5,2,2,3,3,2,1,1,1,2,2,3,6,5,1,1,1,9,14,1,1,3,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,2,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,721374.884,4254255.378,39.161,Sec,30587,13,6
11146,4,2008030000647,1,3,12,6,3,1,1,CV-945,1,1,0,0,1,5,2,2,3,3,2,1,2,2,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,2,NaN,NaN,,21,24,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,699856.207,4211770.701,-22.844,Sec,12033,17,2
4223,2,2006120001252,2,8,13,6,7,3,1,CV-223,10,10,0,1,1,5,2,2,3,2,2,1,1,2,1,1,7,7,8,1,3,1,9,14,1,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,52,50,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,727777.883,4422832.145,375.87,Sec,3912,21,2
6207,2,2006460009427,3,11,19,6,7,3,3,CV-35,5,5,0,1,1,2,3,2,3,4,2,2,2,1,2,2,7,7,8,1,3,1,9,14,2,1,3,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,655684.852,4423022.859,935.81,Per,129800,18,1
